client_id,age,wealth,risk_preference,rho,raw_text,model_alpha,naive_alpha,model_lifecycle_utility,model_simulated_crra_utility,naive_simulated_crra_utility,utility_lift,model_failure_probability_pct,naive_failure_probability_pct,failure_probability_lift_pct,model_max_drawdown_pct,naive_max_drawdown_pct,max_drawdown_lift_pct,model_volatility_pct,naive_volatility_pct,volatility_lift_pct,model_avg_terminal_wealth,naive_avg_terminal_wealth,terminal_wealth_lift
75,57,11.73,aggressive,6,"57 years old, wealth=11.73, aggressive",0.590320079844119,0.6,2.007054555850533,-5.764621606445516e+16,-874137676948.2076,-5.764534192677821e+16,35.2,34.6,0.6000000000000014,-26.42021889875854,-26.868189020926387,0.4479701221678454,8.871663873670254,9.015651354688263,-0.14398748101800862,4.516713807808785,4.53455362417746,-0.017839816368674377
76,45,9.18,conservative,10,"45 years old, wealth=9.18, conservative",0.3573330065586559,0.6,1.1771750648318497,-9.814830638907205e+24,-5.027255398742355e+24,-4.78757524016485e+24,29.6,36.6,-7.0,-14.01866570526319,-26.706057408370604,12.687391703107414,5.328765812648653,8.95105877352251,-3.6222929608738568,2.049007766039871,3.4412734488446253,-1.3922656828047542
77,65,11.65,conservative,10,"65 years old, wealth=11.65, conservative",0.37837164923896777,0.6,2.309960551956648,-4.621608173165147e+20,-4.8387686491065676e+27,4.8387681869457505e+27,29.2,37.1,-7.900000000000002,-15.42941753706262,-26.869503230849336,11.440085693786717,5.656473025695547,8.97008220573433,-3.3136091800387835,3.0308597541094917,4.506756475702972,-1.4758967215934806
78,64,5.76,conservative,10,"64 years old, wealth=5.76, conservative",0.5518176068195314,0.6,1.766435950897139,-4.1394365538820403e+18,-2.91029776170601e+37,2.91029776170601e+37,32.2,35.7,-3.5,-24.532757598964835,-26.777778592357492,2.2450209933926573,8.277439492196132,9.003112110115337,-0.725672617919205,2.0433332264757276,2.230261273049258,-0.18692804657353035
79,45,19.53,conservative,10,"45 years old, wealth=19.53, conservative",0.26315789,0.6,1.6630725893570713,-1.4784101789164393e+23,-8.476317915966717e+16,-1.4784093312846476e+23,24.5,35.9,-11.399999999999999,-9.029298219793349,-26.824181283795564,17.794883064002214,3.956631529903767,9.02336494442872,-5.066733414524952,3.6973973018081665,7.87680429882103,-4.179406997012864
80,60,11.1,conservative,10,"60 years old, wealth=11.10, conservative",0.34202551888799176,0.6,1.878269447606515,-2.9493006457305168e+32,-5.211711138799502e+27,-2.9492485286191287e+32,30.0,37.4,-7.399999999999999,-13.612533008350288,-27.568825466201908,13.95629245785162,5.128980826575035,9.008897137106917,-3.8799163105318817,2.4005021183032427,4.038805633003533,-1.6383035147002905
81,33,17.97,conservative,10,"33 years old, wealth=17.97, conservative",0.26315789,0.6,1.4052019598885186,-3866255917238.7466,-2.223778034605527e+16,2.223391409013803e+16,25.7,37.3,-11.599999999999998,-9.389507755323965,-27.406389027422858,18.016881272098892,3.9369777719119017,8.97222479974213,-5.035247027830227,3.1612039548180277,6.7390805184643146,-3.577876563646287
82,54,10.68,conservative,10,"54 years old, wealth=10.68, conservative",0.3544616804381555,0.6,1.5311639847551508,-1.9473832869584283e+21,-8.093626797690037e+27,8.093624850306749e+27,28.3,36.6,-8.3,-14.055656732340939,-27.159757622255054,13.104100889914115,5.357460050855013,9.082982849657931,-3.725522798802918,2.5111019308306295,4.17496040613627,-1.6638584753056405
83,59,18.9,balanced,8,"59 years old, wealth=18.90, balanced",0.3547964733771536,0.6,2.438899321920247,-23340946748.010616,-45383002689874.16,45359661743126.15,24.7,32.7,-8.000000000000004,-13.531991388767077,-26.24024995457127,12.708258565804192,5.303172483958282,8.973754039922122,-3.6705815559638397,4.858106617469512,7.860420380254762,-3.00231376278525
84,65,11.35,balanced,8,"65 years old, wealth=11.35, balanced",0.492517781774799,0.6,2.3787361680580017,-1.2942977846279657e+19,-896187177903.644,-1.294297695009248e+19,33.4,35.5,-2.1000000000000014,-20.994839636520563,-26.566803237239697,5.571963600719133,7.392582105225341,9.011826148475578,-1.6192440432502364,3.7347406787249673,4.653019944090828,-0.9182792653658609
85,39,15.78,aggressive,6,"39 years old, wealth=15.78, aggressive",0.5525595503721463,0.6,1.595123800845402,-2030822949.2691524,-100188717.67480274,-1930634231.5943496,32.5,35.0,-2.5,-24.52868845984348,-26.867397016997376,2.338708557153897,8.29506800955816,9.005813032568975,-0.7107450230108157,5.652709586038621,5.8936855864910935,-0.24097600045247258
86,33,9.45,conservative,10,"33 years old, wealth=9.45, conservative",0.3908818678350637,0.6,1.068061838623576,-9.581112812327979e+23,-1.4847071614839346e+26,1.4751260486716065e+26,30.0,38.4,-8.399999999999999,-15.958912378791975,-26.77072406318928,10.811811684397306,5.8349295080027215,8.954902307174583,-3.1199727991718618,2.38064018325452,3.4772811980258065,-1.0966410147712864
87,33,16.04,aggressive,6,"33 years old, wealth=16.04, aggressive",0.5471443291487096,0.6,1.5579158506381563,-11245638196.31414,-9453446889514.14,9442201251317.826,32.2,36.0,-3.799999999999997,-24.162030054476958,-26.801722120582117,2.639692066105159,8.17519211866533,8.964216035443346,-0.7890239167780173,5.868113073014717,6.436447400761974,-0.568334327747257
88,33,9.7,aggressive,6,"33 years old, wealth=9.70, aggressive",0.733113824652264,0.6,1.295986670867203,-2028753632479.042,-266744642230555.56,264715888598076.53,39.9,36.3,3.6000000000000014,-33.765624058885706,-26.87215414270912,-6.893469916176585,10.99764095181429,8.999322524032076,1.9983184277822144,4.747023863059765,3.7697155307469727,0.9773083323127927
89,63,12.15,aggressive,6,"63 years old, wealth=12.15, aggressive",0.5755327897608976,0.6,2.4485618968291076,-1899914702544456.8,-139840099281.97467,-1899774862445174.8,34.3,36.2,-1.9000000000000057,-25.619998029816582,-26.865495211900132,1.2454971820835503,8.68060632044409,9.053209898280324,-0.37260357783623377,4.406178835592908,4.526271816293091,-0.12009298070018293
90,62,5.85,conservative,10,"62 years old, wealth=5.85, conservative",0.533537850032676,0.6,1.634945825253515,-2.205112798231843e+26,-3.542433534352837e+25,-1.8508694447965592e+26,35.7,34.9,0.8000000000000043,-23.858111044717102,-27.274093777107666,3.415982732390564,8.022720334577913,9.019308192376748,-0.9965878577988345,2.0363801174776492,2.262675325356763,-0.22629520787911384
91,34,17.77,conservative,10,"34 years old, wealth=17.77, conservative",0.26315789,0.6,1.4026355412541776,-3.165097011666006e+21,-5.227797660896003e+22,4.911287959729403e+22,26.1,37.7,-11.600000000000001,-9.075211139471625,-26.93131149466161,17.856100355189987,3.9409078383272464,8.980662051084636,-5.039754212757389,3.1710792336727933,7.11403228694344,-3.9429530532706463
92,45,6.02,aggressive,6,"45 years old, wealth=6.02, aggressive",0.8383357892022443,0.6,1.2312394990437479,-370511983315.76904,-10963602403738.594,10593090420422.824,42.4,36.4,6.0,-38.224225052848574,-26.832183302507598,-11.392041750340976,12.54614088076493,8.972040564923518,3.574100315841413,3.27433616577212,2.275758798257886,0.9985773675142338
93,45,6.8,balanced,8,"45 years old, wealth=6.80, balanced",0.5949753212856695,0.6,1.145331294151616,-1.8504295592318797e+17,-774595253487676.1,-1.842683606697003e+17,35.5,35.9,-0.3999999999999986,-26.802145226194558,-27.163948431952296,0.36180320575773806,8.921858331054683,8.99759137910542,-0.0757330480507381,2.5111324333078673,2.5298055316861467,-0.018673098378279462
94,35,13.92,aggressive,6,"35 years old, wealth=13.92, aggressive",0.5912992098936553,0.6,1.4764464625745473,-31904736222.741886,-312179649665.10333,280274913442.36145,36.1,35.9,0.20000000000000284,-26.766114241217572,-27.191861375471227,0.42574713425365474,8.952412077707226,9.079207614503918,-0.12679553679669198,5.618396884379421,5.711061279826392,-0.09266439544697125
95,63,14.86,balanced,8,"63 years old, wealth=14.86, balanced",0.39112370619676895,0.6,2.479360203024578,-8.2257690506672e+18,-4.1070780173811416e+16,-8.184698270493389e+18,30.9,36.4,-5.5,-15.795723272436927,-26.5457788882847,10.750055615847774,5.829328485486266,8.952084405753595,-3.1227559202673296,3.9334121536107896,6.0684332927923,-2.135021139181511
96,43,19.02,balanced,8,"43 years old, wealth=19.02, balanced",0.3539174510706906,0.6,1.6807354678541546,-1.6845428072332582e+17,-3.0871954741088645e+18,2.9187411933855386e+18,28.6,36.1,-7.5,-14.14264889639162,-27.174625530024727,13.031976633633107,5.323900859392159,9.022992115205868,-3.699091255813709,4.27717724412666,6.817439422908411,-2.5402621787817505
97,45,15.74,aggressive,6,"45 years old, wealth=15.74, aggressive",0.5007610813295981,0.6,1.723473978909529,-95843020996.94095,-9746719716.06665,-86096301280.8743,32.7,33.2,-0.5,-21.502593119516337,-26.72026913159881,5.217676012082471,7.482047053150582,8.962194907501967,-1.4801478543513849,4.907834069033304,5.6983300556920415,-0.7904959866587378
98,49,10.94,balanced,8,"49 years old, wealth=10.94, balanced",0.45202626424043507,0.6,1.4589422179805993,-395302015761.6349,-8.364955153453519e+21,8.364955153058218e+21,32.6,35.5,-2.8999999999999986,-18.91277471020675,-26.49320673505696,7.580432024850211,6.727900363874338,8.92235444191827,-2.1944540780439317,3.2137711845190053,4.239502591428556,-1.0257314069095504
99,34,9.74,balanced,8,"34 years old, wealth=9.74, balanced",0.48755815438376005,0.6,1.1690092608285996,-406811711101131.7,-3655701609628300.5,3248889898527169.0,32.6,32.8,-0.19999999999999574,-21.10327803270856,-26.955365848485396,5.852087815776837,7.317457420959822,8.999036658392304,-1.6815792374324827,3.080653668118604,3.878386231893761,-0.7977325637751571
100,36,11.87,conservative,10,"36 years old, wealth=11.87, conservative",0.3192258893793582,0.6,1.1798142983905864,-7.321007337074269e+23,-2.4406968655476483e+17,-7.321004896377403e+23,26.2,34.9,-8.7,-12.077015372620501,-26.732156825748444,14.655141453127943,4.774370736126149,8.96240145861431,-4.188030722488162,2.613102714616426,4.708752719976239,-2.095650005359813
